age,balance,day_of_week,duration,campaign,pdays,previous,y,job_unknown,education_unknown,contact_unknown,poutcome_unknown,is_contacted_before,previous_exit,positive_balance,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_failure,poutcome_other,poutcome_success
30,502.0,18,572,1,-1,0,1,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,459.0,18,494,1,-1,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,-94.0,18,354,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,397.0,18,91,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,-1.0,18,304,3,-1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,726.0,18,199,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,1275.0,18,191,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,454.0,18,978,1,-1,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,891.0,18,240,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,3269.0,18,316,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,179.0,18,536,1,-1,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,-102.0,18,185,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,1378.0,18,91,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,192.0,18,268,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,106.0,18,149,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,1291.0,18,72,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,174.0,18,11,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,552.0,18,222,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,383.0,18,135,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,593.0,18,412,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,117.0,18,41,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,2378.0,18,800,6,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44,427.0,18,151,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,-185.0,18,84,2,-1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,-124.0,18,217,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,1584.0,18,178,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,1239.0,18,90,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,-139.0,18,33,1,-1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,0.0,18,274,5,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,704.0,18,116,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,26.0,18,71,3,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,4963.0,18,226,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,661.0,18,968,1,-1,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,513.0,18,377,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,557.0,18,111,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,-308.0,18,113,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25,18.0,18,225,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,-627.0,18,277,1,-1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,373.0,18,274,3,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,351.0,18,467,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,49.0,18,191,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,-367.0,18,474,2,-1,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,114.0,18,110,10,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,-2.0,18,102,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,-384.0,18,143,1,-1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,3142.0,18,164,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,-388.0,18,411,3,-1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,-366.0,18,516,1,-1,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,519.0,18,120,1,-1,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,28.0,18,203,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,122.0,18,73,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,10189.0,18,482,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,1.0,18,167,3,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44,3286.0,18,569,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,501.0,18,94,1,-1,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,89.0,18,278,2,-1,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,23.0,18,177,3,-1,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,0.0,18,110,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,1244.0,18,383,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,3981.0,18,286,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,317.0,18,106,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,1498.0,18,223,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,183.0,18,610,1,-1,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,145.0,18,313,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,-133.0,18,108,1,-1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,192.0,18,116,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,635.0,18,359,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,505.0,18,119,4,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,1164.0,18,238,3,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,33.0,18,337,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,-234.0,18,75,1,-1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,303.0,18,226,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
58,-158.0,18,11,3,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,283.0,18,483,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,-627.0,18,174,2,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,5.0,18,121,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,239.0,18,47,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,95.0,18,308,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,102.0,18,560,1,-1,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,17.0,18,269,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,1623.0,18,246,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,138.0,18,640,3,-1,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,5.0,18,384,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,-429.0,18,292,3,-1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,64.0,18,147,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,1173.0,18,93,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,81.0,18,287,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,631.0,18,25,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,4149.0,18,159,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,4145.0,18,302,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,-27.0,18,65,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,2133.0,18,90,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,0.0,18,439,3,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,2392.0,18,133,5,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,-203.0,18,67,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,1583.0,18,494,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,738.0,18,381,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,-85.0,18,96,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,2343.0,18,226,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,181.0,18,354,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,241.0,18,117,2,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,-17.0,18,508,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,622.0,18,420,1,-1,0,1,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,107.0,18,263,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,10.0,18,658,2,-1,0,1,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,53.0,18,362,2,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,-205.0,18,199,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25,0.0,18,342,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,-280.0,18,300,1,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,5442.0,18,115,4,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,24.0,18,112,3,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,1720.0,18,104,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,24.0,18,111,1,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,16.0,18,95,4,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
54,22.0,18,259,3,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,700.0,18,503,2,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,19.0,18,328,1,-1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,2668.0,18,187,1,-1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,530.0,18,744,4,-1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,9228.0,18,655,4,-1,0,1,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
